network,config,method,replicate,metric,value,status
Lawrence_2016,conf_ils_low_10M,grampa,2,ploidy_diff.FN,5.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ploidy_diff.TP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.dist,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FN,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.TP,0.25,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.dist,0.875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FP,0.125,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FN,0.875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.TP,0.125,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,edit_distance,0.9127906976744186,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,edit_distance_multree,0.8323699421965318,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,rf_distance,0.5064935064935064,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,num_rets_diff,3.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,num_rets_bias,-3.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ploidy_diff.dist,1.1111111111111112,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ploidy_diff.FP,4.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ploidy_diff.FN,6.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ploidy_diff.TP,-1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.dist,0.9375,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.FP,0.1875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.FN,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.TP,0.0625,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.dist,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.FP,0.16666666666666666,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.FN,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.TP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,edit_distance,0.936046511627907,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,edit_distance_multree,0.7572254335260116,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,rf_distance,0.42105263157894735,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,num_rets_diff,3.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,num_rets_bias,-3.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ploidy_diff.dist,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ploidy_diff.FP,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ploidy_diff.FN,5.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ploidy_diff.TP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.dist,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.FP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.FN,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.TP,0.25,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.dist,0.875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.FP,0.125,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.FN,0.875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.TP,0.125,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,edit_distance,0.936046511627907,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,edit_distance_multree,0.7341040462427746,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,rf_distance,0.42105263157894735,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,num_rets_diff,3.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,num_rets_bias,-3.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ploidy_diff.dist,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ploidy_diff.FP,1.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ploidy_diff.FN,5.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ploidy_diff.TP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.dist,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.FP,0.0,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.FN,0.75,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.TP,0.25,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.dist,0.875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.FP,0.125,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.FN,0.875,SUCCESS
Lawrence_2016,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.TP,0.125,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,edit_distance,0.991869918699187,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,edit_distance_multree,0.9008264462809917,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,rf_distance,0.6216216216216216,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,num_rets_diff,8.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,num_rets_bias,-8.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,ploidy_diff.dist,1.0769230769230769,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,ploidy_diff.FP,1.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,ploidy_diff.FN,13.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,ploidy_diff.TP,-1.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.dist,0.8888888888888888,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.FP,0.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.FN,0.8888888888888888,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.TP,0.11111111111111116,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.dist,0.9444444444444444,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.FN,0.9444444444444444,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.TP,0.05555555555555558,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,edit_distance,0.991869918699187,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,edit_distance_multree,0.9173553719008265,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,rf_distance,0.6756756756756757,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,num_rets_diff,8.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,num_rets_bias,-8.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,ploidy_diff.dist,1.0769230769230769,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,ploidy_diff.FP,1.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,ploidy_diff.FN,13.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,ploidy_diff.TP,-1.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.dist,0.8888888888888888,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FP,0.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FN,0.8888888888888888,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.TP,0.11111111111111116,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.dist,0.9444444444444444,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FN,0.9444444444444444,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.TP,0.05555555555555558,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,edit_distance,0.926829268292683,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,edit_distance_multree,0.8677685950413223,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,rf_distance,0.6216216216216216,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,num_rets_diff,8.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,num_rets_bias,-8.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,ploidy_diff.dist,1.0769230769230769,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,ploidy_diff.FP,1.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,ploidy_diff.FN,13.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,ploidy_diff.TP,-1.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.dist,0.8888888888888888,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.FP,0.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.FN,0.8888888888888888,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.TP,0.11111111111111116,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.dist,0.9444444444444444,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.FN,0.9444444444444444,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.TP,0.05555555555555558,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,edit_distance,0.926829268292683,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,edit_distance_multree,0.9173553719008265,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,rf_distance,0.6756756756756757,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,num_rets_diff,8.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,num_rets_bias,-8.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,ploidy_diff.dist,1.0769230769230769,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,ploidy_diff.FP,1.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,ploidy_diff.FN,13.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,ploidy_diff.TP,-1.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.dist,0.8888888888888888,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.FP,0.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.FN,0.8888888888888888,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.TP,0.11111111111111116,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.dist,0.9444444444444444,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.FN,0.9444444444444444,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.TP,0.05555555555555558,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,edit_distance,0.991869918699187,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,edit_distance_multree,0.9008264462809917,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,rf_distance,0.6216216216216216,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,num_rets_diff,8.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,num_rets_bias,-8.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,ploidy_diff.dist,1.0769230769230769,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,ploidy_diff.FP,1.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,ploidy_diff.FN,13.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,ploidy_diff.TP,-1.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.dist,0.8888888888888888,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.FP,0.0,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.FN,0.8888888888888888,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.TP,0.11111111111111116,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.dist,0.9444444444444444,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.FP,0.05555555555555555,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.FN,0.9444444444444444,SUCCESS
Diaz-Perez_2018,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.TP,0.05555555555555558,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,edit_distance,0.8064516129032258,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,edit_distance_multree,0.5245901639344263,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,rf_distance,0.14285714285714285,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,num_rets_diff,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,num_rets_bias,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,ploidy_diff.dist,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,ploidy_diff.FP,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,ploidy_diff.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,ploidy_diff.TP,1.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.dist,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.FP,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.TP,1.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.dist,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.FP,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.TP,1.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,edit_distance,0.8709677419354839,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,edit_distance_multree,0.7540983606557377,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,rf_distance,0.35714285714285715,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,num_rets_diff,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,num_rets_bias,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,ploidy_diff.dist,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,ploidy_diff.FP,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,ploidy_diff.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,ploidy_diff.TP,1.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.dist,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FP,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.TP,1.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.dist,0.4666666666666667,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FP,0.4666666666666667,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.TP,0.5333333333333333,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,edit_distance,0.8387096774193549,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,edit_distance_multree,0.32786885245901637,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,rf_distance,0.07142857142857142,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,num_rets_diff,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,num_rets_bias,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,ploidy_diff.dist,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,ploidy_diff.FP,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,ploidy_diff.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,ploidy_diff.TP,1.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.dist,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.FP,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,ret_leaf_jaccard.TP,1.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.dist,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.FP,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,3,ret_sisters_jaccard.TP,1.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,edit_distance,0.7419354838709677,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,edit_distance_multree,0.5245901639344263,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,rf_distance,0.21428571428571427,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,num_rets_diff,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,num_rets_bias,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,ploidy_diff.dist,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,ploidy_diff.FP,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,ploidy_diff.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,ploidy_diff.TP,1.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.dist,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.FP,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,ret_leaf_jaccard.TP,1.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.dist,0.25,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.FP,0.25,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,4,ret_sisters_jaccard.TP,0.75,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,edit_distance,0.8064516129032258,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,edit_distance_multree,0.6885245901639344,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,rf_distance,0.25925925925925924,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,num_rets_diff,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,num_rets_bias,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,ploidy_diff.dist,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,ploidy_diff.FP,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,ploidy_diff.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,ploidy_diff.TP,1.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.dist,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.FP,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.FN,0.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,ret_leaf_jaccard.TP,1.0,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.dist,0.5,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.FP,0.5,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.FN,0.5,SUCCESS
Wisecaver_2023,conf_ils_low_10M,grampa,5,ret_sisters_jaccard.TP,0.5,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,edit_distance,0.9361702127659575,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,edit_distance_multree,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,rf_distance,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,num_rets_diff,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,num_rets_bias,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,ploidy_diff.dist,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,ploidy_diff.FP,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,ploidy_diff.FN,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,ploidy_diff.TP,7.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.dist,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.FP,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.FN,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,ret_leaf_jaccard.TP,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.dist,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.FP,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.FN,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,1,ret_sisters_jaccard.TP,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,edit_distance,0.94,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,edit_distance_multree,0.8082191780821918,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,rf_distance,0.23809523809523808,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,num_rets_diff,1.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,num_rets_bias,1.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,ploidy_diff.dist,1.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,ploidy_diff.FP,1.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,ploidy_diff.FN,7.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,ploidy_diff.TP,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.dist,1.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FP,1.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.FN,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,ret_leaf_jaccard.TP,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.dist,1.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FP,1.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.FN,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,2,ret_sisters_jaccard.TP,0.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,3,edit_distance,0.86,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,3,edit_distance_multree,0.7534246575342466,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,3,rf_distance,0.14285714285714285,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,3,num_rets_diff,1.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,3,num_rets_bias,1.0,SUCCESS
Ding_2023,conf_ils_low_10M,grampa,3,ploidy_diff.dist,1.0,SUCCESS
